Deliverable ID,Asset ID,Szerep,Modul,Egység,Forrásfájl,Típus,Altípus,Produkciós mód,Státusz,Készültségi akadály,Cím,Eredet,Forrásblokk,Szöveg (élő forrásból),Szöveg-hash,Blokkolók
M2.2-NAR-02::CAPTIONS,M2.2-NAR-02,felirat,M2,M2.2,02 Tervezet/Modulok/M2/Online leckék/M2.2 – Értékeim mint iránytű.md,voiceover,narration,legyártandó,produkciós szabályra vár,,"Narráció – „Mi az, hogy érték?” (Slide 2) — felirat",AI-generált,M2.2-NAR-02-VO,"„Érték az, ami alapján döntesz, akkor is, ha nem mondod ki.
Nem csak egy szép szó, hanem valami, ami tényleg irányítja a választásaidat.

Amikor madrich vagy, a chanichok **nem a szavaidból**,
hanem a döntéseidből és a reakcióidból szűrik le, hogy mik az értékeid.

A Somer tele van ilyen háttér-értékekkel: egyenlőség, közösség, társadalmi felelősség, igazságosság, kritikus gondolkodás…
A kérdés az, hogy **te melyik értékeidre akarsz építeni** madrichként.”",b7323b9241b041cbb69b6c6da127427003e830ccb6935c256fba3ce6b2cc74ac,R3
M2.2-NAR-02::TRANSCRIPT,M2.2-NAR-02,leirat,M2,M2.2,02 Tervezet/Modulok/M2/Online leckék/M2.2 – Értékeim mint iránytű.md,voiceover,narration,legyártandó,produkciós szabályra vár,,"Narráció – „Mi az, hogy érték?” (Slide 2) — leirat",AI-generált,M2.2-NAR-02-VO,"„Érték az, ami alapján döntesz, akkor is, ha nem mondod ki.
Nem csak egy szép szó, hanem valami, ami tényleg irányítja a választásaidat.

Amikor madrich vagy, a chanichok **nem a szavaidból**,
hanem a döntéseidből és a reakcióidból szűrik le, hogy mik az értékeid.

A Somer tele van ilyen háttér-értékekkel: egyenlőség, közösség, társadalmi felelősség, igazságosság, kritikus gondolkodás…
A kérdés az, hogy **te melyik értékeidre akarsz építeni** madrichként.”",b7323b9241b041cbb69b6c6da127427003e830ccb6935c256fba3ce6b2cc74ac,R3
M2.2-NAR-03,M2.2-NAR-03,elsődleges,M2,M2.2,02 Tervezet/Modulok/M2/Online leckék/M2.2 – Értékeim mint iránytű.md,voiceover,narration,legyártandó,produkciós szabályra vár,,Narráció – szófelhő (Slide 3),AI-generált,M2.2-NAR-03-VO,"„Itt néhány példa értéket látsz.
Nem kell, hogy mindegyik közel álljon hozzád – és az is lehet, hogy épp olyan áll hozzád a legközelebb, ami most nincs is ezen a listán.
A cél, hogy találj hármat,
amire tényleg tudsz építeni madrichként –
és amit a chanichok is **le tudnak olvasni rólad** a viselkedéseden keresztül.”",3aee78eeddfdd2e50f5c84eb8121d20d8d0357e55ee2ea6cc9978d0110593fd2,R3
M2.2-NAR-03::CAPTIONS,M2.2-NAR-03,felirat,M2,M2.2,02 Tervezet/Modulok/M2/Online leckék/M2.2 – Értékeim mint iránytű.md,voiceover,narration,legyártandó,produkciós szabályra vár,,Narráció – szófelhő (Slide 3) — felirat,AI-generált,M2.2-NAR-03-VO,"„Itt néhány példa értéket látsz.
Nem kell, hogy mindegyik közel álljon hozzád – és az is lehet, hogy épp olyan áll hozzád a legközelebb, ami most nincs is ezen a listán.
A cél, hogy találj hármat,
amire tényleg tudsz építeni madrichként –
és amit a chanichok is **le tudnak olvasni rólad** a viselkedéseden keresztül.”",3aee78eeddfdd2e50f5c84eb8121d20d8d0357e55ee2ea6cc9978d0110593fd2,R3
M2.2-NAR-03::TRANSCRIPT,M2.2-NAR-03,leirat,M2,M2.2,02 Tervezet/Modulok/M2/Online leckék/M2.2 – Értékeim mint iránytű.md,voiceover,narration,legyártandó,produkciós szabályra vár,,Narráció – szófelhő (Slide 3) — leirat,AI-generált,M2.2-NAR-03-VO,"„Itt néhány példa értéket látsz.
Nem kell, hogy mindegyik közel álljon hozzád – és az is lehet, hogy épp olyan áll hozzád a legközelebb, ami most nincs is ezen a listán.
A cél, hogy találj hármat,
amire tényleg tudsz építeni madrichként –
és amit a chanichok is **le tudnak olvasni rólad** a viselkedéseden keresztül.”",3aee78eeddfdd2e50f5c84eb8121d20d8d0357e55ee2ea6cc9978d0110593fd2,R3
M2.2-VID-01,M2.2-VID-01,elsődleges,M2,M2.2,02 Tervezet/Modulok/M2/Online leckék/M2.2 – Értékeim mint iránytű.md,video,ai-talking-head,legyártandó,jogtisztázás alatt,,Hook-videó: „A kvucád 15 percet késik…”,AI-generált,M2.2-VID-01-VO,"„Képzeld el, hogy peulát tartasz.
A kvucád 15 perccel később, kicsit szétesve érkezik meg.

Te mit csinálsz?

Lehet, hogy fontos neked a pontosság.
Lehet, hogy a jó hangulat fontosabb, mint a szigorú időkeret.
Lehet, hogy a felelősségre nevelés az első.

Ilyen helyzetekben **az értékeid alapján reagálsz**,
és ebből tanulja a kvucád, milyen **személyes példát** mutatsz nekik.”",bc6fb350da0e9ae96a6a9c0d00f2818ab7ec3f4ef0ac86cf4242fb9c6292539a,"R2, R3"
M2.2-VID-01::VOICEOVER,M2.2-VID-01,felmondott hang,M2,M2.2,02 Tervezet/Modulok/M2/Online leckék/M2.2 – Értékeim mint iránytű.md,video,ai-talking-head,legyártandó,jogtisztázás alatt,,Hook-videó: „A kvucád 15 percet késik…” — felmondott hang,AI-generált,M2.2-VID-01-VO,"„Képzeld el, hogy peulát tartasz.
A kvucád 15 perccel később, kicsit szétesve érkezik meg.

Te mit csinálsz?

Lehet, hogy fontos neked a pontosság.
Lehet, hogy a jó hangulat fontosabb, mint a szigorú időkeret.
Lehet, hogy a felelősségre nevelés az első.

Ilyen helyzetekben **az értékeid alapján reagálsz**,
és ebből tanulja a kvucád, milyen **személyes példát** mutatsz nekik.”",bc6fb350da0e9ae96a6a9c0d00f2818ab7ec3f4ef0ac86cf4242fb9c6292539a,"R2, R3"
M2.2-VID-01::CAPTIONS,M2.2-VID-01,felirat,M2,M2.2,02 Tervezet/Modulok/M2/Online leckék/M2.2 – Értékeim mint iránytű.md,video,ai-talking-head,legyártandó,jogtisztázás alatt,,Hook-videó: „A kvucád 15 percet késik…” — felirat,AI-generált,M2.2-VID-01-VO,"„Képzeld el, hogy peulát tartasz.
A kvucád 15 perccel később, kicsit szétesve érkezik meg.

Te mit csinálsz?

Lehet, hogy fontos neked a pontosság.
Lehet, hogy a jó hangulat fontosabb, mint a szigorú időkeret.
Lehet, hogy a felelősségre nevelés az első.

Ilyen helyzetekben **az értékeid alapján reagálsz**,
és ebből tanulja a kvucád, milyen **személyes példát** mutatsz nekik.”",bc6fb350da0e9ae96a6a9c0d00f2818ab7ec3f4ef0ac86cf4242fb9c6292539a,"R2, R3"
M2.2-VID-01::TRANSCRIPT,M2.2-VID-01,leirat,M2,M2.2,02 Tervezet/Modulok/M2/Online leckék/M2.2 – Értékeim mint iránytű.md,video,ai-talking-head,legyártandó,jogtisztázás alatt,,Hook-videó: „A kvucád 15 percet késik…” — leirat,AI-generált,M2.2-VID-01-VO,"„Képzeld el, hogy peulát tartasz.
A kvucád 15 perccel később, kicsit szétesve érkezik meg.

Te mit csinálsz?

Lehet, hogy fontos neked a pontosság.
Lehet, hogy a jó hangulat fontosabb, mint a szigorú időkeret.
Lehet, hogy a felelősségre nevelés az első.

Ilyen helyzetekben **az értékeid alapján reagálsz**,
és ebből tanulja a kvucád, milyen **személyes példát** mutatsz nekik.”",bc6fb350da0e9ae96a6a9c0d00f2818ab7ec3f4ef0ac86cf4242fb9c6292539a,"R2, R3"
M2.2-VID-02,M2.2-VID-02,elsődleges,M2,M2.2,02 Tervezet/Modulok/M2/Online leckék/M2.2 – Értékeim mint iránytű.md,video,ai-talking-head,legyártandó,jogtisztázás alatt,,Outro – beszélő fej / köszönőkártya (Slide 8),AI-generált,M2.2-VID-02-VO,"„Köszi, hogy végigmentél ezen a leckén.
Mostanra van három olyan értéked, amire tudatosan építeni tudsz madrichként.
Figyeld a következő peulán, hogy ezekből **mit tudsz megmutatni** a viselkedésedben.
A következő leckében megnézzük, hogyan találkoznak ezek a Somer nagyobb pilléreivel.”",32a656db5f3a00c3fd7a92a5a1d5437c8c16c13d5b8f639fc40fb961f911b03a,"R2, R3"
M2.2-VID-02::VOICEOVER,M2.2-VID-02,felmondott hang,M2,M2.2,02 Tervezet/Modulok/M2/Online leckék/M2.2 – Értékeim mint iránytű.md,video,ai-talking-head,legyártandó,jogtisztázás alatt,,Outro – beszélő fej / köszönőkártya (Slide 8) — felmondott hang,AI-generált,M2.2-VID-02-VO,"„Köszi, hogy végigmentél ezen a leckén.
Mostanra van három olyan értéked, amire tudatosan építeni tudsz madrichként.
Figyeld a következő peulán, hogy ezekből **mit tudsz megmutatni** a viselkedésedben.
A következő leckében megnézzük, hogyan találkoznak ezek a Somer nagyobb pilléreivel.”",32a656db5f3a00c3fd7a92a5a1d5437c8c16c13d5b8f639fc40fb961f911b03a,"R2, R3"
M2.2-VID-02::CAPTIONS,M2.2-VID-02,felirat,M2,M2.2,02 Tervezet/Modulok/M2/Online leckék/M2.2 – Értékeim mint iránytű.md,video,ai-talking-head,legyártandó,jogtisztázás alatt,,Outro – beszélő fej / köszönőkártya (Slide 8) — felirat,AI-generált,M2.2-VID-02-VO,"„Köszi, hogy végigmentél ezen a leckén.
Mostanra van három olyan értéked, amire tudatosan építeni tudsz madrichként.
Figyeld a következő peulán, hogy ezekből **mit tudsz megmutatni** a viselkedésedben.
A következő leckében megnézzük, hogyan találkoznak ezek a Somer nagyobb pilléreivel.”",32a656db5f3a00c3fd7a92a5a1d5437c8c16c13d5b8f639fc40fb961f911b03a,"R2, R3"
M2.2-VID-02::TRANSCRIPT,M2.2-VID-02,leirat,M2,M2.2,02 Tervezet/Modulok/M2/Online leckék/M2.2 – Értékeim mint iránytű.md,video,ai-talking-head,legyártandó,jogtisztázás alatt,,Outro – beszélő fej / köszönőkártya (Slide 8) — leirat,AI-generált,M2.2-VID-02-VO,"„Köszi, hogy végigmentél ezen a leckén.
Mostanra van három olyan értéked, amire tudatosan építeni tudsz madrichként.
Figyeld a következő peulán, hogy ezekből **mit tudsz megmutatni** a viselkedésedben.
A következő leckében megnézzük, hogyan találkoznak ezek a Somer nagyobb pilléreivel.”",32a656db5f3a00c3fd7a92a5a1d5437c8c16c13d5b8f639fc40fb961f911b03a,"R2, R3"
M2.3-EGY-01,M2.3-EGY-01,elsődleges,M2,M2.3,02 Tervezet/Modulok/M2/Online leckék/M2.3 – Somer 3 pillére – mini-kapszula.md,other,h5p-interaction,legyártandó,specifikáció kész,,"Hook Single Choice poll – ""Melyik pillérhez érzed a legerősebb kapcsolatot?""",vegyes,,,,
M2.3-EGY-02,M2.3-EGY-02,elsődleges,M2,M2.3,02 Tervezet/Modulok/M2/Online leckék/M2.3 – Somer 3 pillére – mini-kapszula.md,other,h5p-interaction,legyártandó,specifikáció kész,,H5P Branching Scenario – 3 pillér döntés-fa (a lecke magja),vegyes,,,,
M2.3-EGY-03,M2.3-EGY-03,elsődleges,M2,M2.3,02 Tervezet/Modulok/M2/Online leckék/M2.3 – Somer 3 pillére – mini-kapszula.md,other,h5p-interaction,legyártandó,specifikáció kész,,SLIDE CHECK mini-kvíz – 2× Single Choice (fogalmi rögzítés),vegyes,,,,
M2.3-FOTO-01,M2.3-FOTO-01,elsődleges,M2,M2.3,02 Tervezet/Modulok/M2/Online leckék/M2.3 – Somer 3 pillére – mini-kapszula.md,photo,,legyártandó,jogtisztázás alatt,,Hook háttér – someres/kvuca-vizuál,AI-generált,,,,R8
M2.3-FOTO-01::ALTTEXT,M2.3-FOTO-01,alt-szöveg,M2,M2.3,02 Tervezet/Modulok/M2/Online leckék/M2.3 – Somer 3 pillére – mini-kapszula.md,photo,,legyártandó,jogtisztázás alatt,,Hook háttér – someres/kvuca-vizuál — alt-szöveg,AI-generált,,,,R8
M2.3-IKO-01,M2.3-IKO-01,elsődleges,M2,M2.3,02 Tervezet/Modulok/M2/Online leckék/M2.3 – Somer 3 pillére – mini-kapszula.md,icon-set,,legyártandó,produkciós szabályra vár,,3 pillér ikon-készlet (cionizmus / szocializmus / humanista zsidóság),AI-generált,,,,R5
M2.3-IKO-01::ALTTEXT,M2.3-IKO-01,alt-szöveg,M2,M2.3,02 Tervezet/Modulok/M2/Online leckék/M2.3 – Somer 3 pillére – mini-kapszula.md,icon-set,,legyártandó,produkciós szabályra vár,,3 pillér ikon-készlet (cionizmus / szocializmus / humanista zsidóság) — alt-szöveg,AI-generált,,,,R5
M2.3-NAR-02,M2.3-NAR-02,elsődleges,M2,M2.3,02 Tervezet/Modulok/M2/Online leckék/M2.3 – Somer 3 pillére – mini-kapszula.md,voiceover,narration,legyártandó,produkciós szabályra vár,,"KERET narráció – ""Ez a három pillér sokkal több, mint három szó""",AI-generált,M2.3-NAR-02-VO,"„Ez a három pillér sokkal több, mint három szó.

A cionizmusnál fontos, hogy legyen kapcsolatunk Izraellel,
és közben kritikus, békét kereső gondolkodásunk.

A szocializmusnál az egyenlőség, a kvuca és a közös döntés a lényeg.

A humanista zsidóságnál pedig az, hogyan éljük meg a zsidó kultúrát és etikát,
és vállalunk felelősséget másokért is.

A kérdés végig az lesz: **mit látnak ebből rajtad** a chanichok?”",4e829d1d4551bf7870cc7cbdd3a2c10da9eec5c6628517437b1f6abf30f1a8ce,R3
M2.3-NAR-02::CAPTIONS,M2.3-NAR-02,felirat,M2,M2.3,02 Tervezet/Modulok/M2/Online leckék/M2.3 – Somer 3 pillére – mini-kapszula.md,voiceover,narration,legyártandó,produkciós szabályra vár,,"KERET narráció – ""Ez a három pillér sokkal több, mint három szó"" — felirat",AI-generált,M2.3-NAR-02-VO,"„Ez a három pillér sokkal több, mint három szó.

A cionizmusnál fontos, hogy legyen kapcsolatunk Izraellel,
és közben kritikus, békét kereső gondolkodásunk.

A szocializmusnál az egyenlőség, a kvuca és a közös döntés a lényeg.

A humanista zsidóságnál pedig az, hogyan éljük meg a zsidó kultúrát és etikát,
és vállalunk felelősséget másokért is.

A kérdés végig az lesz: **mit látnak ebből rajtad** a chanichok?”",4e829d1d4551bf7870cc7cbdd3a2c10da9eec5c6628517437b1f6abf30f1a8ce,R3
M2.3-NAR-02::TRANSCRIPT,M2.3-NAR-02,leirat,M2,M2.3,02 Tervezet/Modulok/M2/Online leckék/M2.3 – Somer 3 pillére – mini-kapszula.md,voiceover,narration,legyártandó,produkciós szabályra vár,,"KERET narráció – ""Ez a három pillér sokkal több, mint három szó"" — leirat",AI-generált,M2.3-NAR-02-VO,"„Ez a három pillér sokkal több, mint három szó.

A cionizmusnál fontos, hogy legyen kapcsolatunk Izraellel,
és közben kritikus, békét kereső gondolkodásunk.

A szocializmusnál az egyenlőség, a kvuca és a közös döntés a lényeg.

A humanista zsidóságnál pedig az, hogyan éljük meg a zsidó kultúrát és etikát,
és vállalunk felelősséget másokért is.

A kérdés végig az lesz: **mit látnak ebből rajtad** a chanichok?”",4e829d1d4551bf7870cc7cbdd3a2c10da9eec5c6628517437b1f6abf30f1a8ce,R3
M2.3-VID-01,M2.3-VID-01,elsődleges,M2,M2.3,02 Tervezet/Modulok/M2/Online leckék/M2.3 – Somer 3 pillére – mini-kapszula.md,video,ai-talking-head,legyártandó,jogtisztázás alatt,,Hook AI beszélő-fej videó – 3 pillér felvezetés,AI-generált,M2.3-VID-01-VO,"„Szia!
Ha azt mondom, hogy *cionizmus, szocializmus, humanista zsidóság*,
lehet, hogy elsőre úgy hangzik, mintha valami távoli, elvont elméletről beszélnénk.

De a chanichok nem könyvből találkoznak ezekkel,
hanem **rajtad keresztül**.

Abból, ahogyan vitát vezetsz Izraelről.
Abból, ahogyan a kvucával döntéseket hozol.
Abból, ahogyan ünnepelsz, és ahogyan a zsidóságról beszélsz.

Ebben a leckében megnézzük,
neked mit jelentenek ezek a pillérek,
és hogyan tudsz bennük **személyes példamutatást** mutatni a kvucádnak.”",d2f2cf36455885434ae2f3db5bafb7c776ae5efa36ed2b9a5209177e43f0f9bf,"R2, R3"
M2.3-VID-01::VOICEOVER,M2.3-VID-01,felmondott hang,M2,M2.3,02 Tervezet/Modulok/M2/Online leckék/M2.3 – Somer 3 pillére – mini-kapszula.md,video,ai-talking-head,legyártandó,jogtisztázás alatt,,Hook AI beszélő-fej videó – 3 pillér felvezetés — felmondott hang,AI-generált,M2.3-VID-01-VO,"„Szia!
Ha azt mondom, hogy *cionizmus, szocializmus, humanista zsidóság*,
lehet, hogy elsőre úgy hangzik, mintha valami távoli, elvont elméletről beszélnénk.

De a chanichok nem könyvből találkoznak ezekkel,
hanem **rajtad keresztül**.

Abból, ahogyan vitát vezetsz Izraelről.
Abból, ahogyan a kvucával döntéseket hozol.
Abból, ahogyan ünnepelsz, és ahogyan a zsidóságról beszélsz.

Ebben a leckében megnézzük,
neked mit jelentenek ezek a pillérek,
és hogyan tudsz bennük **személyes példamutatást** mutatni a kvucádnak.”",d2f2cf36455885434ae2f3db5bafb7c776ae5efa36ed2b9a5209177e43f0f9bf,"R2, R3"
M2.3-VID-01::CAPTIONS,M2.3-VID-01,felirat,M2,M2.3,02 Tervezet/Modulok/M2/Online leckék/M2.3 – Somer 3 pillére – mini-kapszula.md,video,ai-talking-head,legyártandó,jogtisztázás alatt,,Hook AI beszélő-fej videó – 3 pillér felvezetés — felirat,AI-generált,M2.3-VID-01-VO,"„Szia!
Ha azt mondom, hogy *cionizmus, szocializmus, humanista zsidóság*,
lehet, hogy elsőre úgy hangzik, mintha valami távoli, elvont elméletről beszélnénk.

De a chanichok nem könyvből találkoznak ezekkel,
hanem **rajtad keresztül**.

Abból, ahogyan vitát vezetsz Izraelről.
Abból, ahogyan a kvucával döntéseket hozol.
Abból, ahogyan ünnepelsz, és ahogyan a zsidóságról beszélsz.

Ebben a leckében megnézzük,
neked mit jelentenek ezek a pillérek,
és hogyan tudsz bennük **személyes példamutatást** mutatni a kvucádnak.”",d2f2cf36455885434ae2f3db5bafb7c776ae5efa36ed2b9a5209177e43f0f9bf,"R2, R3"
M2.3-VID-01::TRANSCRIPT,M2.3-VID-01,leirat,M2,M2.3,02 Tervezet/Modulok/M2/Online leckék/M2.3 – Somer 3 pillére – mini-kapszula.md,video,ai-talking-head,legyártandó,jogtisztázás alatt,,Hook AI beszélő-fej videó – 3 pillér felvezetés — leirat,AI-generált,M2.3-VID-01-VO,"„Szia!
Ha azt mondom, hogy *cionizmus, szocializmus, humanista zsidóság*,
lehet, hogy elsőre úgy hangzik, mintha valami távoli, elvont elméletről beszélnénk.

De a chanichok nem könyvből találkoznak ezekkel,
hanem **rajtad keresztül**.

Abból, ahogyan vitát vezetsz Izraelről.
Abból, ahogyan a kvucával döntéseket hozol.
Abból, ahogyan ünnepelsz, és ahogyan a zsidóságról beszélsz.

Ebben a leckében megnézzük,
neked mit jelentenek ezek a pillérek,
és hogyan tudsz bennük **személyes példamutatást** mutatni a kvucádnak.”",d2f2cf36455885434ae2f3db5bafb7c776ae5efa36ed2b9a5209177e43f0f9bf,"R2, R3"
M2.3-VID-02,M2.3-VID-02,elsődleges,M2,M2.3,02 Tervezet/Modulok/M2/Online leckék/M2.3 – Somer 3 pillére – mini-kapszula.md,video,ai-talking-head,legyártandó,jogtisztázás alatt,,"Outro AI beszélő-fej videó (opcionális, INFERÁLT forma) – záró keret + híd M2.4-re",AI-generált,M2.3-VID-02-VO,"„Köszi, hogy végigmentél ezen a leckén.
Mostanra van egy mondatod arról,
hogyan szeretnél személyes példát mutatni
abban a someres helyzetben, amin most végigmentél.
Figyeld a következő peulán vagy ünnepen,
hogy hol tudod ezt a mondatot **apró döntésekben megélni** –
és ha kíváncsi vagy, gyere vissza, és próbáld ki a másik két ágat is.
A határ-leckében (**M2.4 – Reflektív napló & határok**) pedig megnézzük,
hogyan lesz a **határtartásod** is személyes példamutatás.”",fdac569bdc6a2ca715accdd63b10049d85be6413cc14aeddf2ab5ad7b9e4230b,"R2, R3"
M2.3-VID-02::VOICEOVER,M2.3-VID-02,felmondott hang,M2,M2.3,02 Tervezet/Modulok/M2/Online leckék/M2.3 – Somer 3 pillére – mini-kapszula.md,video,ai-talking-head,legyártandó,jogtisztázás alatt,,"Outro AI beszélő-fej videó (opcionális, INFERÁLT forma) – záró keret + híd M2.4-re — felmondott hang",AI-generált,M2.3-VID-02-VO,"„Köszi, hogy végigmentél ezen a leckén.
Mostanra van egy mondatod arról,
hogyan szeretnél személyes példát mutatni
abban a someres helyzetben, amin most végigmentél.
Figyeld a következő peulán vagy ünnepen,
hogy hol tudod ezt a mondatot **apró döntésekben megélni** –
és ha kíváncsi vagy, gyere vissza, és próbáld ki a másik két ágat is.
A határ-leckében (**M2.4 – Reflektív napló & határok**) pedig megnézzük,
hogyan lesz a **határtartásod** is személyes példamutatás.”",fdac569bdc6a2ca715accdd63b10049d85be6413cc14aeddf2ab5ad7b9e4230b,"R2, R3"
M2.3-VID-02::CAPTIONS,M2.3-VID-02,felirat,M2,M2.3,02 Tervezet/Modulok/M2/Online leckék/M2.3 – Somer 3 pillére – mini-kapszula.md,video,ai-talking-head,legyártandó,jogtisztázás alatt,,"Outro AI beszélő-fej videó (opcionális, INFERÁLT forma) – záró keret + híd M2.4-re — felirat",AI-generált,M2.3-VID-02-VO,"„Köszi, hogy végigmentél ezen a leckén.
Mostanra van egy mondatod arról,
hogyan szeretnél személyes példát mutatni
abban a someres helyzetben, amin most végigmentél.
Figyeld a következő peulán vagy ünnepen,
hogy hol tudod ezt a mondatot **apró döntésekben megélni** –
és ha kíváncsi vagy, gyere vissza, és próbáld ki a másik két ágat is.
A határ-leckében (**M2.4 – Reflektív napló & határok**) pedig megnézzük,
hogyan lesz a **határtartásod** is személyes példamutatás.”",fdac569bdc6a2ca715accdd63b10049d85be6413cc14aeddf2ab5ad7b9e4230b,"R2, R3"
